"HERO ID","HERO NAME","Circle Photo URL","Circle Image Formula","Ban Photo URL","Ban Image Formula","Selection Photo URL","Selection Image Formula"
"41","Gatotkaca","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/41_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/41_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/41_Gatotkaca_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/41_Gatotkaca_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/41_Gatotkaca_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/41_Gatotkaca_selection.png"")"
"42","Harley","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/42_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/42_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/42_Harley_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/42_Harley_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/42_Harley_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/42_Harley_selection.png"")"
"43","Irithel","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/43_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/43_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/43_Irithel_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/43_Irithel_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/43_Irithel_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/43_Irithel_selection.png"")"
"44","Grock","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/44_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/44_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/44_Grock_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/44_Grock_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/44_Grock_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/44_Grock_selection.png"")"
"45","Argus","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/45_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/45_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/45_Argus_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/45_Argus_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/45_Argus_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/45_Argus_selection.png"")"
"46","Odette","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/46_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/46_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/46_Odette_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/46_Odette_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/46_Odette_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/46_Odette_selection.png"")"
"47","Lancelot","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/47_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/47_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/47_Lancelot_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/47_Lancelot_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/47_Lancelot_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/47_Lancelot_selection.png"")"
"48","Diggie","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/48_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/48_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/48_Diggie_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/48_Diggie_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/48_Diggie_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/48_Diggie_selection.png"")"
"49","Hylos","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/49_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/49_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/49_Hylos_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/49_Hylos_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/49_Hylos_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/49_Hylos_selection.png"")"
"50","Zhask","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/50_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/50_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/50_Zhask_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/50_Zhask_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/50_Zhask_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/50_Zhask_selection.png"")"
"51","Helcurt","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/51_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/51_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/51_Helcurt_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/51_Helcurt_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/51_Helcurt_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/51_Helcurt_selection.png"")"
"52","Pharsa","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/52_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/52_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/52_Pharsa_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/52_Pharsa_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/52_Pharsa_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/52_Pharsa_selection.png"")"
"53","Lesley","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/53_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/53_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/53_Lesley_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/53_Lesley_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/53_Lesley_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/53_Lesley_selection.png"")"
"54","Jawhead","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/54_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/54_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/54_Jawhead_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/54_Jawhead_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/54_Jawhead_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/54_Jawhead_selection.png"")"
"55","Angela","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/55_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/55_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/55_Angela_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/55_Angela_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/55_Angela_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/55_Angela_selection.png"")"
"56","Gusion","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/56_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/56_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/56_Gusion_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/56_Gusion_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/56_Gusion_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/56_Gusion_selection.png"")"
"57","Valir","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/57_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/57_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/57_Valir_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/57_Valir_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/57_Valir_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/57_Valir_selection.png"")"
"58","Martis","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/58_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/58_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/58_Martis_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/58_Martis_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/58_Martis_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/58_Martis_selection.png"")"
"59","Uranus","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/59_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/59_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/59_Uranus_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/59_Uranus_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/59_Uranus_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/59_Uranus_selection.png"")"
"60","Hanabi","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/60_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/60_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/60_Hanabi_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/60_Hanabi_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/60_Hanabi_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/60_Hanabi_selection.png"")"
"61","Chang'e","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/61_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/61_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/61_Chang_e_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/61_Chang_e_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/61_Chang_e_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/61_Chang_e_selection.png"")"
"62","Kaja","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/62_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/62_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/62_Kaja_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/62_Kaja_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/62_Kaja_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/62_Kaja_selection.png"")"
"63","Selena","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/63_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/63_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/63_Selena_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/63_Selena_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/63_Selena_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/63_Selena_selection.png"")"
"64","Aldous","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/64_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/64_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/64_Aldous_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/64_Aldous_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/64_Aldous_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/64_Aldous_selection.png"")"
"65","Claude","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/65_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/65_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/65_Claude_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/65_Claude_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/65_Claude_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/65_Claude_selection.png"")"
"66","Vale","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/66_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/66_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/66_Vale_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/66_Vale_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/66_Vale_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/66_Vale_selection.png"")"
"67","Leomord","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/67_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/67_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/67_Leomord_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/67_Leomord_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/67_Leomord_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/67_Leomord_selection.png"")"
"68","Lunox","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/68_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/68_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/68_Lunox_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/68_Lunox_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/68_Lunox_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/68_Lunox_selection.png"")"
"69","Hanzo","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/69_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/69_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/69_Hanzo_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/69_Hanzo_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/69_Hanzo_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/69_Hanzo_selection.png"")"
"70","Belerick","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/70_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/70_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/70_Belerick_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/70_Belerick_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/70_Belerick_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/70_Belerick_selection.png"")"
"71","Kimmy","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/71_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/71_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/71_Kimmy_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/71_Kimmy_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/71_Kimmy_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/71_Kimmy_selection.png"")"
"72","Thamuz","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/72_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/72_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/72_Thamuz_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/72_Thamuz_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/72_Thamuz_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/72_Thamuz_selection.png"")"
"73","Harith","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/73_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/73_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/73_Harith_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/73_Harith_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/73_Harith_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/73_Harith_selection.png"")"
"74","Minsitthar","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/74_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/74_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/74_Minsitthar_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/74_Minsitthar_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/74_Minsitthar_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/74_Minsitthar_selection.png"")"
"75","Kadita","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/75_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/75_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/75_Kadita_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/75_Kadita_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/75_Kadita_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/75_Kadita_selection.png"")"
"76","Faramis","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/76_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/76_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/76_Faramis_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/76_Faramis_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/76_Faramis_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/76_Faramis_selection.png"")"
"77","Badang","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/77_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/77_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/77_Badang_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/77_Badang_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/77_Badang_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/77_Badang_selection.png"")"
"78","Khufra","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/78_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/78_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/78_Khufra_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/78_Khufra_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/78_Khufra_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/78_Khufra_selection.png"")"
"79","Granger","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/79_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/79_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/79_Granger_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/79_Granger_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/79_Granger_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/79_Granger_selection.png"")"
"80","Guinevere","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/80_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/80_CIRCLE.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/80_Guinevere_ban.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_ban/80_Guinevere_ban.png"")","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/80_Guinevere_selection.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero_selection/80_Guinevere_selection.png"")"
